Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Treatment,x
control_0,pc1,0.27145298920375865,0.18034470148346152,0.20388196749135595,-9.511944317186847,10,15.494903389165877,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005336762835541, -0.0681980256575988, 0.04947590090608611, 0.04755014558003729, 0.16393112884737307, 0.28729823793233933, 0.22148181550674811, 0.23707335387716677, 0.16042060117237134, 0.2056960331937137]"
control_0,pc2,0.25421062780605763,1.0233092047453147,-0.03900941980641044,-10.56196449867143,10,15.285481413905092,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0025413741615220387, 0.0030106327980395564, -0.04224128500414336, -0.18484499686925185, -0.03194041955901836, -0.03187987699942369, 0.024432936318141155, -0.0047980859089174, -0.09275810186901959, 0.007970138439563679]"
control_0,pc3,0.24185168110804048,0.44418478883075296,-0.027709988758432988,-11.359275191657188,10,15.139930784587664,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004256482325255891, 0.11221246508641514, 0.09847766479518603, 0.014720334072097885, -0.029346244114405902, -0.07507095642252078, -0.10580621469877174, -0.11673958467107637, -0.02634564271831344, -0.007913039716003711]"
control_1,pc1,0.25910484591198424,0.6441274831163593,0.03762192615956972,-10.256800810130953,10,15.344118041517767,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004952870694631168, -0.06984543874756423, -0.06360983268324426, -0.0316840728341167, 0.033125139224117764, 0.1512720221728301, 0.09055620823319024, 0.021160359936266734, -0.0367505212074183, 0.09265454883858974]"
control_1,pc2,0.17900122069605567,0.707802252332902,0.007394275371439116,-16.17420957789074,10,14.433164055414341,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0074694910432240415, -0.012021511087521107, -0.035252195492701276, -0.04308330509312994, -0.03410391147394718, 0.04184008263786131, -0.01476116283806199, 0.019450795744403927, 0.01648459909926076, 0.05580423367742046]"
control_1,pc3,0.21130836686341292,1.2673409774520166,0.009788362844137019,-13.519551008374549,10,14.79172627875276,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00403186041228683, -0.04182846449641636, -0.009397693558107018, 0.059412902952779234, 0.0054985782526277005, 0.06540248063264259, -0.030874277799255112, -0.054804128270363316, 0.06403379181335767, 0.006936013048246155]"
control_2,pc1,0.23683117312748647,0.43327664232520013,0.17454597200545552,-11.694962914068938,10,15.081683542123503,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0036651376926358894, 0.02674277893903639, 0.05308212981161532, 0.12331098712399759, 0.20784903173932723, 0.16380356684580882, 0.08698321368320372, 0.1090597466296781, 0.12684286514630302, 0.2519254293359596]"
control_2,pc2,0.1853444504219483,0.6224805174950998,0.11457467260632816,-15.617113600809724,10,14.503265322689096,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007379497481884425, 0.04895811285640309, 0.03620820131156759, 0.08834536849630956, 0.0784596497476347, 0.09127319440442114, 0.18167954640085948, 0.12688901744626652, 0.14880855817982427, 0.09270340238658585]"
control_2,pc3,0.25712362020034024,0.53521616491137,-0.009823860866505999,-10.37958007840379,10,15.320319155909944,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00734722926966078, 0.07377872709546315, 0.14431086368326912, 0.06573540044868204, 0.11107084321680948, 0.04316715882260068, -0.08769014390794753, -0.022109993242810613, -0.11375687226479525, -0.05026579845678719]"
control_3,pc1,0.22663892557234006,1.0851033275855522,-0.0434123201913768,-12.398830993234682,10,14.964795613144581,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0011883125254654515, -0.0229216641520409, 0.005368283583566502, -0.07495821966304266, -0.023696106220808852, -0.012786445568596892, -0.1208564653804371, -0.08341203901068178, -0.06499090745679265, 0.05861270943025729]"
control_3,pc2,0.23446094446452315,0.76068269378506,-0.01990531457883269,-11.855876521395183,10,15.054352692725168,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0016625328418740427, -0.0005576254400262613, -0.03513726166584569, -0.03047382092874316, 0.07680277814744282, 0.00538711135071443, -0.008132063249232248, -0.12987137339590524, -0.0728600136349851, -0.008323963477167004]"
control_3,pc3,0.22083265977919897,0.24794381375371752,-0.08868507694626493,-12.813934637989979,10,14.898933555248362,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0054997048270253755, 0.05629895831500317, 0.02527201690692183, 0.0011359531518964142, -0.023493553014575626, -0.03464195033295256, -0.14090178835872286, -0.08896182612083955, -0.13318142404499145, -0.11319087340197607]"
control_4,pc1,0.19728462496301707,0.3377362592076356,0.007225616512261449,-14.618124783245714,10,14.63547563540951,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007254881679835667, -0.011578353792983855, 0.09555153957662607, 0.1193729485764094, 0.08592103523333267, 0.06699716118825531, 0.032663838403596754, -0.011159004145669185, 0.05696310582275853, -0.019278590557972305]"
control_4,pc2,0.28072078159623587,0.13333808661058055,-0.13135863299679412,-8.974831814523615,10,15.611151610260173,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.006765969195865997, -0.0719959644831805, 0.05969887381491469, 0.1187734302948023, 0.2106609105295088, 0.1665706609388711, 0.08496301599114381, -0.002148524787209047, -0.14385647458747547, -0.08024990066262094]"
control_4,pc3,0.2758713459879697,0.477589211066086,-0.015020751902700118,-9.253650707283128,10,15.549963710560334,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.006294234970724184, -0.031915130762039404, -0.010066593390011078, 0.07838701816951743, 0.06375449388700516, 0.12275707005376657, -0.007902454573856077, -0.08376608406381347, -0.17029924563543808, -0.03542522400872211]"
control_5,pc1,0.22611036798156198,0.3447420356059806,0.14702341541886843,-12.436197570409533,10,14.958777241911239,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.000529576138930572, -9.773622863610827e-05, 0.033473925284355416, 0.09535135662151722, 0.05797324809855707, 0.1105959315511318, 0.20767035973984035, 0.23982125173979968, 0.14328774141888262, 0.13320794706015304]"
control_5,pc2,0.17856170131655444,1.1364703982197253,0.0898060909619007,-16.213520704544127,10,14.428308988928935,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0032789439437419256, 0.09306663432247779, 0.048484378248899784, 0.08208516496813079, 0.09684387442949134, 0.15110137955668956, 0.08830671341949117, 0.061686372459912535, 0.1186953738600779, 0.03593422943202172]"
control_5,pc3,0.18968981536685814,1.3664485530802546,-0.010407315410462907,-15.246321972219048,10,14.551323416370483,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.009349997717804351, -0.05377738207900618, -0.010208423355399253, -0.0487371831194019, 0.04936141066802772, -0.020975345757069407, -0.007103548631172503, 0.04432542565946442, -0.02144887206151195, -0.04656554946433361]"
control_6,pc1,0.2534907219495297,0.8696510591744622,-0.0825779576052913,-10.60726014823118,10,15.27692262737588,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.001967313962587942, -0.12021986976876678, -0.1786082942460007, -0.06538337271342673, -0.13887519454053066, -0.18404544405892165, -0.07514584122685894, -0.02149359188595433, 0.03919286782640408, -0.09019247467151012]"
control_6,pc2,0.22609414552034168,0.45073242913850226,-0.12281666316806222,-12.437381622393039,10,14.958586830716257,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00011035659345576488, 0.02202735200900968, -0.042614100074873, -0.13894690410606167, -0.20682497704271946, -0.10627693642601835, -0.09467793424664553, -0.11802585362569748, -0.1508550562027189, -0.12061509762219766]"
control_6,pc3,0.205357233154556,0.4174543170779582,-0.032019835813686046,-13.976603350611178,10,14.7252305152426,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00742931499802304, 0.008264953385249104, 0.033467918572000335, 0.06909465200299914, 0.028954536696714342, 0.0020464473799533048, -0.08660684211105696, -0.01987357389372782, -0.06802638230079666, -0.06896557798094631]"
control_7,pc1,0.26944766087754113,0.655088331639162,0.16952813578945755,-9.630616962467943,10,15.470105419053782,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0001487885305873049, 0.09071829482411109, 0.10490717045938042, 0.129832029419828, 0.023274591954531604, 0.11923112411662977, 0.2635983533196812, 0.14556191444264366, 0.190209293273371, 0.26293093366060094]"
control_7,pc2,0.23125882815708065,0.5562759799669601,-0.02441765382289909,-12.075822800803863,10,15.017589323859049,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005374483735004276, -0.028813279323258164, -0.15225999303866003, -0.17057896883334228, -0.03965681035021462, -0.09685848859782067, 0.017345014931999456, -0.014240823250030628, 0.0263345717682677, 0.009426186662550032]"
control_7,pc3,0.22000583783739774,0.5473933828206374,-0.08002475402219353,-12.874124671924708,10,14.889561084816044,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0034251848094902005, 0.01739301699744916, 0.04775013706208951, -0.03348266553273327, 0.00589129440058897, -0.08501406466767479, -0.16582452761368888, -0.08105349984966059, -0.1032339364576535, -0.09138941142255302]"
control_8,pc1,0.20542939819029316,0.3098075464283457,0.05508909442192675,-13.9709119899391,10,14.72604509366668,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0028804338837922637, -0.003403733576774423, 0.07815279284360402, 0.02206996054316092, -0.005520351065569289, 0.01633573246144372, 0.015009155095191998, 0.09000565817052596, 0.15343916390629753, 0.10560870344702564]"
control_8,pc2,0.25298387616622986,0.6095731747146639,-0.056379185997311676,-10.639448029644926,10,15.27086278869045,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.007450248450632926, 0.0017415951739762191, 0.04512941744479105, 0.0356639798607521, 0.03606251023230169, -0.07344263439006932, -0.18617033929305243, -0.046618031912153884, -0.10831366404383275, -0.05299694013662727]"
control_8,pc3,0.2520567984237776,0.4860461990119723,0.14265394454080227,-10.698131674055182,10,15.259861767359215,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0007934611711590112, 0.05290697180580018, -0.01544726816979073, -0.012727514547173722, 0.14252116364637726, 0.1266684898682313, 0.21319253305288727, 0.24573685241249976, 0.1697497223243048, 0.06403280904496875]"
control_9,pc1,0.16982397887831732,0.20429855424100096,-0.21316747945305536,-17.016036599482078,10,14.331687542436061,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0008729252671350208, -0.035377294822818366, 0.05252754126655831, 0.0320425916385172, -0.013195319737876895, -0.09215982974998016, -0.14679336335267243, -0.19719625688328696, -0.16623544321247832, -0.1527058783525407]"
control_9,pc2,0.16214880388575334,0.2722383797463701,0.1546377834868807,-17.756256856506454,10,14.246524094467254,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0032588658543558236, -0.01490040850870071, -0.09939711632696509, -0.02186549604572416, 0.03394014294048664, 0.11191544738903697, 0.10595178058588021, 0.12407465289747505, 0.13922816067719151, 0.14269672369342778]"
control_9,pc3,0.27301856724470347,0.5253952345955062,0.13189404820097897,-9.419943108120842,10,15.514341901815168,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00927309625076378, 0.08867775790471755, 0.13655956690060014, 0.15082249184150373, 0.18040386299619895, 0.31534970591201744, 0.15535940953170665, 0.08894545748652226, 0.014656509196976197, 0.05914816795591249]"
control_10,pc1,0.24372156981972665,0.9759459065840927,-0.008057673080936058,-11.236104744018093,10,15.161735537242265,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0019848715171680077, 0.06670698076595977, 0.1004385110643594, -0.03757705609570129, -0.04137812938484433, 0.04173215797147115, 0.04989546110361043, 3.177306196682633e-05, -0.010251207124017923, -0.12954684531446362]"
control_10,pc2,0.20423343426221796,0.455916351506498,0.2084209838221129,-14.064119286664305,10,14.712746354781247,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.003958509887791122, 0.07715681158809676, 0.059100014012798435, 0.13506171413833734, 0.0895149454788411, 0.20700894470957593, 0.24747228384050843, 0.21662282123423657, 0.24039648792506563, 0.199374259257109]"
control_10,pc3,0.2181179914074471,0.6181848832371821,0.0400562959984135,-13.0120812059328,10,14.868243501117876,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.007908480337556282, 0.08541521336408614, 0.10563741512878823, 0.08846697726279164, 0.02885069967521909, -0.015681422000003234, -0.06490627153254896, 0.013949087917959818, 0.08127342036227675, 0.06842344567097727]"
control_11,pc1,0.2682357328473791,0.5473695908279146,-0.02742248517482633,-9.702768916630212,10,15.455177399805159,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004588689480354302, -0.05237991270838553, -0.010335740371830285, -0.004332267379433386, -0.010215395160331453, -0.07790194110695194, -0.17844899460661012, -0.06889382526185965, 0.08718674024439248, 0.0638141739683919]"
control_11,pc2,0.25424944738031485,0.6777099721601703,0.09278578843544838,-10.559526878272695,10,15.285943051838903,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.004447541644284598, 0.038666952634816225, 0.04417455863210198, 0.0847349118119606, 0.07825073225107022, 0.20527828690522298, 0.13437544267993667, 0.14249097963010954, 0.11219296852398945, -0.033182393333594754]"
control_11,pc3,0.18156206411544493,0.6283852393270323,0.027975767820165892,-15.947041346583479,10,14.46145336697515,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004756878030363356, 0.04122653278830409, 0.0005428688244478452, 0.019363668331308176, 0.02547734848278713, 0.046088407083241696, 0.06409905358606162, 0.058721806921657745, 0.02547352376187568, -0.052477304285576724]"
control_12,pc1,0.1906564377646438,1.0601807800551,-0.043011311408395536,-15.16497650395032,10,14.562022816442008,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0037125201527561224, -0.03752581118051975, -0.01137589008981011, -0.08338211769004408, -0.09189618913149807, 0.00938145268600303, -0.02415483409586172, -0.017826167553770887, -0.01638747263055296, -0.08904880919966018]"
control_12,pc2,0.24274701569675597,0.7682698315482845,-0.03367903747678373,-11.300279873375482,10,15.150345014066128,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0005860587868110612, -0.012297370893763242, 0.006309885901391459, -0.039859308032151666, -0.11547147148336591, -0.022135373933928143, -0.12642144259355678, -0.05231045330019041, 0.018904056896775143, 0.0657602395704641]"
control_12,pc3,0.19001841768640806,0.8762001733909996,0.016333567279787235,-15.218753512929412,10,14.554943097776253,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0019523167587895585, 0.013009534583741945, 0.0015068890043168654, 0.037719753183374526, 0.04474338529342424, 0.03118070798969666, 0.04404747303638351, -0.01608814101601032, -0.0666233139906269, 0.03620903185866882]"
control_13,pc1,0.21717531852756683,0.8291617289349698,-0.0451143455909648,-13.081276283674862,10,14.857636167053196,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.001518152513222133, -0.06708172967582515, -0.1112858235938265, -0.05449485268834566, -0.02552638416785177, -0.05244994036790535, -0.1472784498828115, -0.051513855664938726, 0.020473819066499963, 0.006249798848277574]"
control_13,pc2,0.2626275798690292,0.4813128876604844,0.06465919020601957,-10.040782136351698,10,15.386689973487123,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.009928812176699378, -0.05455610027428436, -0.03994302236327804, 0.04472136317858964, 0.0011372449826308126, 0.11480619922254351, 0.1778800375990547, 0.18321929756268762, 0.05078562220784666, 0.012385643734653728]"
control_13,pc3,0.2250138906193594,0.5160133645830796,-0.10987913501595123,-12.513914054052837,10,14.946317700862089,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0007173898342025997, -0.03839251253861209, 0.017201220567883778, -0.011205158398187982, -0.043495155377177165, -0.13551189455054258, -0.13728869890199816, -0.14857335657700338, -0.2002217058637809, -0.05823477255993151]"
control_14,pc1,0.28401007468641637,0.32829837509497634,0.12674203386748603,-8.788379920804177,10,15.653139229282061,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.007875309859691766, -0.0768132307207541, 0.014489787726667064, 0.06630993091773371, -0.009320428021399346, 0.10379226120381595, 0.24219297834056214, 0.15450497394419496, 0.1192148991296865, 0.19196535265322662]"
control_14,pc2,0.22673050947474072,0.06685118557756733,-0.46424156227242797,-12.392366894919842,10,14.965838579844373,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0034961738120742303, 0.02309330506532158, 0.020998912258207738, -0.020810018274603773, 0.044338171494734124, -0.05911933196288828, -0.09625814271502538, -0.16726091158749062, -0.22656417988589092, -0.21337517254204413]"
control_14,pc3,0.21407912630637155,-0.045312953465964256,0.48017258282830605,-13.31101641147902,10,14.8228160120196,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005973225806579005, 0.04720775905040597, 0.03539815261025644, 0.00968054925333299, 0.003516790256699256, 0.0012501754428338907, -0.014751871104184088, -0.10267921686248964, -0.20585939994107233, -0.1920196774782612]"
control_15,pc1,0.24012844743290448,0.5969523200399227,-0.008300215864649366,-11.473713573945771,10,15.119882714367035,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00917381142917229, 0.027857831067408363, 0.08701560526658118, 0.06974728209028441, 0.08001592304396941, -0.0062289736132534745, 0.05795807800577271, -0.10298111646172556, -0.055642241603204926, -0.054310915363591436]"
control_15,pc2,0.15503510196948422,0.567527594765012,-0.1609079130561188,-18.474116830047304,10,14.167258675648133,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.009434999422726657, -0.0841978491468604, -0.15186436365228856, -0.16849561838475008, -0.12075410993530955, -0.18178091414408984, -0.18073445492290222, -0.18541948275682582, -0.1748375455081853, -0.1417604259964994]"
control_15,pc3,0.24451401597954642,1.2009337502222928,-0.05420072428170693,-11.184229264805182,10,15.170990630723935,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00995546536065866, -0.03810645463178783, -0.013916414989496986, -0.08814832549010349, -0.016787921158861643, -0.05344544152002761, -0.1747183334771446, -0.046040519040246974, -0.0645458233299321, 0.0550108717705944]"
control_16,pc1,0.25589473368202853,-2.712480276322924e-07,41069.32244824901,-10.456305353129295,10,15.305589640953965,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00687274035386251, 0.08763045356668545, 0.005857649626173689, 0.049096805834378206, -0.017527055382138564, 0.06732092504518353, 0.04458043739684592, -0.036564238594934004, -0.10491530429248434, -0.16401985348590392]"
control_16,pc2,0.22391678666807663,0.9391513024353453,-0.018336255849111006,-12.592174877282957,10,14.933848840908382,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0009981174048528606, 0.053970197372977015, -0.10475589303092142, -0.02261708688715286, 0.006045792154624169, -0.04333048335173259, -0.13271253170706881, 0.003239567759574763, -0.016288489553339357, -0.005021848948059952]"
control_16,pc3,0.27851015482848307,0.20891126123865733,-0.15589214865572043,-9.101303500876288,10,15.583164709761586,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007536758654361431, 0.13085034789245903, 0.07822727224212397, -0.032539753255014875, -0.01245233331183452, -0.14106962965488476, -0.08887686949907544, -0.1642121922400044, -0.1905051050612129, -0.19199812537338573]"
control_17,pc1,0.24232645392100605,0.9807993900215151,-0.021080778366238184,-11.327981307684993,10,15.145448226296853,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005128527067408255, 0.010880535888592134, -0.07647764660373119, -0.07870930330627329, -0.10010033858467948, 0.0023650647199536523, -0.032781304826475136, 0.10172937175991768, -0.056108589589920724, -0.01719887673015886]"
control_17,pc2,0.22847743181733376,0.43527511628055443,-0.08556238758662935,-12.269634909438768,10,14.985744992903655,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007640511479986305, -0.046203898024774696, 0.001082957692614045, -0.001686516248267979, -0.025913567269996447, -0.12385582412492405, -0.19069165239226893, -0.14711142735123095, -0.07332418175995659, -0.0019405717042246529]"
control_17,pc3,0.18226361294249094,0.575552550625545,0.13223877188310473,-15.885416890641052,10,14.469196976653906,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.004686176830371302, 0.06986375995627411, -0.002143885860014974, 0.05798191753977714, 0.1428779125239314, 0.17103546186535573, 0.18981985198279652, 0.10281241022435625, 0.11035523389683304, 0.0941161344108786]"
